,gender,Nationality,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisitedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays
405,2,12,11,2,2,1,10,2,2,80,91,87,72,1,1,1
406,1,6,6,2,2,1,10,1,2,2,9,10,1,2,2,2
407,1,6,6,2,2,1,10,2,2,3,8,19,3,2,2,2
408,1,6,6,2,2,2,10,1,1,50,79,10,31,2,2,1
409,1,6,6,2,2,2,10,2,1,53,88,9,33,2,2,1
410,2,6,6,2,2,2,10,1,2,70,89,12,21,2,1,1
411,2,6,6,2,2,2,10,2,2,59,90,19,43,2,1,1
412,1,13,6,2,2,2,10,1,1,78,80,66,51,1,1,1
413,1,13,6,2,2,2,10,2,1,79,72,79,83,1,1,1
414,2,15,14,2,2,2,10,1,2,10,9,2,1,2,1,2
415,2,15,14,2,2,2,10,2,2,9,7,9,3,2,1,2
416,1,14,12,2,2,2,10,1,1,98,90,86,71,1,1,1
417,1,14,12,2,2,2,10,2,1,89,92,89,83,1,1,1
418,1,13,6,2,2,2,10,1,1,88,90,76,81,1,1,1
419,1,13,6,2,2,2,10,2,1,99,96,89,84,1,1,1
420,2,6,6,2,3,1,11,1,2,82,89,22,31,1,1,1
421,2,6,6,2,3,1,11,2,2,84,92,29,43,1,1,1
422,2,6,6,2,3,1,12,1,2,70,69,46,45,1,1,2
423,2,6,6,2,3,1,12,2,2,74,62,49,43,1,1,2
424,2,6,6,2,3,1,12,1,2,90,79,76,79,1,1,1
425,2,6,6,2,3,1,12,2,2,84,77,79,68,1,1,1
426,1,6,6,2,3,1,11,1,2,80,80,62,11,1,1,2
427,1,6,6,2,3,1,11,2,2,81,82,69,13,1,1,2
428,1,6,4,2,3,1,11,1,1,10,0,2,41,2,2,2
429,1,6,4,2,3,1,11,2,1,11,2,9,49,2,2,2
430,1,6,4,2,3,1,12,1,1,85,89,22,61,2,2,1
431,1,6,4,2,3,1,12,2,1,80,89,23,68,2,2,1
432,1,6,4,2,3,1,12,1,1,95,87,62,81,2,2,1
433,1,6,4,2,3,1,12,2,1,87,79,73,98,2,2,1
434,1,6,6,2,3,1,11,1,2,85,87,72,10,1,1,2
435,1,6,6,2,3,1,11,2,2,79,88,79,20,1,1,2
436,1,6,6,2,3,1,12,1,2,80,81,71,30,1,1,1
437,1,6,6,2,3,1,12,2,2,70,83,70,23,1,1,1
438,1,6,6,2,3,1,11,1,2,80,82,76,19,1,1,1
439,1,6,6,2,3,1,11,2,2,70,82,75,29,1,1,1
440,1,6,6,2,3,1,12,1,2,89,87,86,15,1,1,1
441,1,6,6,2,3,1,12,2,2,90,86,85,10,1,1,1
442,1,6,6,2,3,1,9,1,2,69,77,76,75,1,1,2
443,1,6,6,2,3,1,9,2,2,70,76,65,70,1,1,2
444,1,6,6,2,3,1,11,1,2,75,72,64,39,1,1,2
445,1,6,6,2,3,1,11,2,2,72,76,66,40,1,1,2
446,1,6,6,2,3,1,12,1,2,77,82,74,79,1,1,1
447,1,6,6,2,3,1,12,2,2,71,84,67,80,1,1,1
448,1,6,6,2,3,1,9,1,2,87,92,74,89,1,1,1
449,1,6,6,2,3,1,9,2,2,81,84,77,85,1,1,1
450,2,6,6,2,3,1,11,1,1,15,97,22,10,1,1,1
451,2,6,6,2,3,1,11,2,1,19,98,20,2,1,1,1
452,2,6,6,2,3,1,12,1,1,25,82,52,20,1,1,2
453,2,6,6,2,3,1,12,2,1,29,78,40,12,1,1,2
454,2,6,6,2,3,1,9,1,1,45,87,57,80,1,1,1
455,2,6,6,2,3,1,9,2,1,39,88,43,72,1,1,1
456,2,6,6,2,3,1,11,1,1,85,90,52,30,1,1,1
457,2,6,6,2,3,1,11,2,1,79,91,49,22,1,1,1
458,1,14,12,2,3,1,11,1,1,90,91,80,81,1,1,1
459,1,14,12,2,3,1,11,2,1,80,90,80,83,1,1,1
460,1,14,12,2,3,1,12,1,1,80,83,82,71,1,1,2
461,1,14,12,2,3,1,12,2,1,71,81,83,72,1,1,2
462,1,14,12,2,3,1,9,1,1,72,87,72,89,1,1,2
463,1,14,12,2,3,1,9,2,1,69,77,83,92,1,1,2
464,2,6,6,2,3,1,11,1,2,85,99,42,90,1,1,1
465,2,6,6,2,3,1,11,2,2,89,96,45,92,1,1,1
466,2,6,6,2,3,1,12,1,2,80,82,64,58,1,1,1
467,2,6,6,2,3,1,12,2,2,87,93,63,60,1,1,1
468,2,6,6,2,3,1,11,1,1,15,9,14,80,2,2,2
469,2,6,6,2,3,1,11,2,1,9,6,15,85,2,2,2
470,1,13,6,2,3,1,9,1,1,81,86,86,41,1,1,1
471,1,13,6,2,3,1,9,2,1,78,82,78,53,1,1,1
472,1,13,13,2,3,1,12,1,1,80,87,74,68,1,1,1
473,1,13,13,2,3,1,12,2,1,85,88,79,70,1,1,1
474,2,6,6,2,3,1,11,1,1,2,7,4,8,2,2,2
475,2,6,6,2,3,1,11,2,1,5,4,5,8,2,2,2
476,2,6,6,2,3,1,12,1,1,50,77,14,28,2,2,1
477,2,6,6,2,3,1,12,2,1,55,74,25,29,2,2,1
478,2,6,6,2,3,1,9,1,1,30,17,14,57,2,2,2
479,2,6,6,2,3,1,9,2,1,35,14,23,62,2,2,2
